solving_time,operator
3.4139999999999997,add
11.765999999999998,add
2.718,add
6.861000000000001,add
3.405,add
5.39,add
2.198,add
4.198,add
5.405,add
19.453,add
4.445,add
2.3569999999999998,add
17.213,add
2.461,add
10.068999999999999,add
13.87,add
2.31,add
6.941,add
8.926,add
11.55,add
4.7330000000000005,add
3.75,add
19.637,add
7.325,add
7.886,add
6.725,add
5.061,add
5.412999999999999,add
12.052999999999999,add
9.662,add
20.125999999999998,add
14.557,add
6.005,add
29.774,add
2.813,add
5.11,add
5.428999999999999,add
6.734,add
8.854,add
4.2860000000000005,add
5.365,add
9.294,add
15.142000000000001,add
3.7260000000000004,add
9.398,add
12.318,add
15.87,add
10.63,add
5.102,add
7.047000000000001,add
4.957,add
10.125,add
2.9819999999999998,add
7.742000000000001,add
11.054,add
11.398,add
8.021,add
2.365,add
7.846,add
6.702000000000001,add
6.769,add
7.321000000000001,add
2.443,add
8.254,add
5.502000000000001,add
6.169,add
2.07,add
12.03,add
4.462,add
10.534,add
8.633,add
1.9980000000000002,add
1.818,add
7.577000000000001,add
4.1419999999999995,add
6.29,add
10.39,add
9.521,add
16.727,add
3.823,add
4.506,add
1.686,add
1.9580000000000002,add
8.829,add
1.5019999999999998,add
7.108,add
3.492,add
6.597,add
7.266,add
5.0360000000000005,add
5.556,add
10.248,add
6.56,add
8.912,add
3.3760000000000003,add
12.304,add
8.192,add
4.5360000000000005,add
5.688,add
4.024,add
3.168,add
2.984,add
22.616,add
3.266,add
5.792000000000001,add
9.816,add
7.28,add
3.792,add
15.248,add
12.312000000000001,add
7.312,add
8.144,add
3.28,add
2.9360000000000004,add
5.528,add
8.856,add
10.6,add
15.28,add
4.4639999999999995,add
10.2,add
5.0,add
7.08,add
3.8739999999999997,add
4.648,add
12.304,add
9.264,add
9.618,add
5.808,add
9.192,add
2.8560000000000003,add
2.104,add
4.623,add
9.04,add
6.24,add
8.24,add
4.816,add
10.4,add
7.992000000000001,add
10.488,add
15.28,add
1.864,add
19.872,add
4.768,add
3.8480000000000003,add
9.744,add
4.914,add
8.0,add
1.984,add
6.528,add
4.768,add
2.248,add
3.176,add
8.168,add
5.263999999999999,add
5.6160000000000005,add
2.7439999999999998,add
4.856,add
2.072,add
3.512,add
2.312,add
7.36,add
1.401,add
5.984,add
7.072,add
4.072,add
4.416,add
5.4079999999999995,add
3.7039999999999997,add
3.728,add
10.92,add
10.184,add
4.792,add
4.728,add
2.0,add
4.002,add
3.5839999999999996,add
9.424,add
1.5919999999999999,add
8.208,add
1.008,add
7.96,add
10.648,add
4.112,add
7.3420000000000005,add
1.104,add
4.352,add
6.5120000000000005,add
8.535,add
2.616,add
9.456,add
1.463,add
11.662,add
4.702,add
9.082,add
10.702,add
8.526,add
6.3420000000000005,add
3.8939999999999997,add
9.142000000000001,add
18.87,add
3.03,add
5.438,add
13.655,add
3.31,add
6.006,add
13.182,add
2.9419999999999997,add
15.102,add
2.695,add
8.038,add
22.726,add
10.918,add
3.1660000000000004,add
7.102,add
2.294,add
5.902,add
7.454,add
2.23,add
2.19,add
4.686,add
4.63,add
4.39,add
6.35,add
3.694,add
4.782,add
5.118,add
4.878,add
4.3260000000000005,add
5.206,add
6.3660000000000005,add
5.742000000000001,add
8.878,add
4.27,add
3.63,add
6.71,add
4.758,add
2.91,add
12.752,add
3.18,add
3.779,add
7.902,add
57.678000000000004,add
6.553,add
25.443,add
6.745,add
4.848,add
11.032,add
3.359,add
10.958,add
6.706,add
27.991,add
8.895,add
23.967,add
2.927,add
2.8710000000000004,add
16.727999999999998,add
5.518,add
4.592,add
4.567,add
3.022,add
10.017000000000001,add
10.964,add
12.239,add
12.091,add
7.055,add
7.75,add
9.308,add
4.512,add
7.775,add
7.317,add
6.495,add
2.642,add
5.72,add
12.079,add
2.367,add
11.383,add
8.801,add
6.0729999999999995,add
3.365,add
9.572000000000001,add
6.587000000000001,add
31.114,add
2.197,add
7.559,add
8.328,add
11.671,add
40.198,add
11.73,add
3.054,add
2.336,add
23.405,add
47.986000000000004,add
37.631,add
40.239000000000004,add
121.67299999999999,add
7.997999999999999,add
21.541999999999998,add
28.495,add
10.606,add
68.152,add
7.438,add
17.223,add
3.0439999999999996,add
2.9819999999999998,add
17.462,add
4.309,add
19.486,add
29.287,add
13.382,add
7.774,add
14.357999999999999,add
5.374,add
1.902,add
3.63,add
9.03,add
18.23,add
12.454,add
2.373,add
16.726,add
10.318,add
20.918000000000003,add
11.462,add
5.622000000000001,add
5.062,add
4.63,add
27.175,add
36.166,add
3.7260000000000004,add
6.053999999999999,add
9.422,add
14.565999999999999,add
5.07,add
1.453,add
3.63,add
6.15,add
6.422000000000001,add
12.485999999999999,add
8.102,add
10.582,add
2.0780000000000003,add
5.013999999999999,add
12.91,add
15.277999999999999,add
13.694,add
21.221999999999998,add
9.277999999999999,add
14.534,add
3.83,add
5.814,add
16.094,add
8.726,add
10.662,add
9.902000000000001,add
4.198,add
8.382,add
7.061,add
8.662,add
5.974,add
2.494,add
7.934,add
2.6289999999999996,add
3.3739999999999997,add
2.27,add
2.374,add
7.694,add
2.3819999999999997,add
8.478,add
6.774,add
15.526,add
7.943,add
9.302,add
5.957999999999999,add
6.99,add
6.99,add
8.134,add
11.374,add
8.39,add
8.67,add
6.446000000000001,add
8.998,add
3.47,add
20.142,add
5.934,add
8.006,add
2.445,add
1.9580000000000002,add
2.3819999999999997,add
17.454,add
6.086,add
11.654000000000002,add
9.11,add
18.518,add
8.926,add
24.678,add
12.054,add
5.862,add
13.63,add
6.91,add
5.562,add
13.644,add
9.798,add
11.022,add
8.206,add
5.702000000000001,add
12.078,add
6.006,add
9.79,add
8.366,add
10.142000000000001,add
8.589,add
7.1739999999999995,add
7.117999999999999,add
7.766,add
13.255,add
5.406000000000001,add
7.518,add
19.694000000000003,add
5.854,add
5.83,add
7.3260000000000005,add
7.694,add
8.974,add
11.277999999999999,add
7.99,add
6.631,add
6.391,add
11.013,add
5.926,add
4.862,add
12.782,add
4.814,add
3.75,add
3.366,add
8.533999999999999,add
3.8139999999999996,add
9.742,add
7.053999999999999,add
4.67,add
7.1979999999999995,add
6.645,add
7.278,add
25.296,add
7.216,add
22.463,add
10.048,add
9.687999999999999,add
4.3919999999999995,add
2.7119999999999997,add
9.64,add
12.472000000000001,add
8.896,add
4.92,add
8.632,add
8.328,add
11.84,add
2.6239999999999997,add
3.9360000000000004,add
16.224,add
14.265999999999998,add
13.544,add
8.456,add
8.936,add
6.864,add
2.024,add
6.3839999999999995,add
5.32,add
4.992,add
5.856,add
13.415999999999999,add
2.864,add
12.464,add
2.498,add
2.1519999999999997,add
2.696,add
3.792,add
1.776,add
6.72,add
2.608,add
3.536,add
10.952,add
10.824000000000002,add
3.36,add
3.639,add
1.959,add
2.3680000000000003,add
8.72,add
9.432,add
3.784,add
4.336,add
5.159,add
6.216,add
58.207,add
9.677999999999999,add
13.046,add
6.013999999999999,add
19.358,add
11.142000000000001,add
3.3739999999999997,add
6.51,add
17.59,add
8.462,add
7.358,add
15.654000000000002,add
6.166,add
6.358,add
23.525,add
10.958,add
6.662000000000001,add
5.782,add
5.15,add
6.206,add
9.342,add
18.35,add
5.182,add
5.102,add
10.55,add
7.934,add
3.614,add
8.613999999999999,add
5.206,add
5.486000000000001,add
8.718,add
5.774,add
14.262,add
6.19,add
11.398,add
10.062000000000001,add
2.302,add
6.87,add
3.03,add
8.742,add
2.718,add
7.997999999999999,add
5.1579999999999995,add
12.582,add
5.23,add
10.006,add
6.2860000000000005,add
10.526,add
3.198,add
5.982,add
27.83,add
12.038,add
15.134,add
9.886000000000001,add
8.422,add
7.1739999999999995,add
6.102,add
26.238000000000003,add
12.517999999999999,add
13.845999999999998,add
9.814,add
9.822000000000001,add
10.59,add
9.086,add
6.846,add
7.479,add
8.806000000000001,add
4.118,add
9.766,add
9.406,add
11.431,add
10.485999999999999,add
10.102,add
4.198,add
2.75,add
9.822000000000001,add
7.3020000000000005,add
8.958,add
6.382000000000001,add
5.038,add
6.782,add
2.27,add
10.437999999999999,add
3.0060000000000002,add
9.798,add
10.27,add
3.198,add
12.597999999999999,add
10.302,add
3.43,add
4.127,add
5.63,add
6.678,add
2.904,add
9.27,add
2.87,add
12.940999999999999,add
16.557000000000002,add
14.59,add
18.502,add
21.599,add
8.943,add
12.735,add
7.457000000000001,add
6.5089999999999995,add
7.191,add
7.314,add
6.879,add
6.545,add
6.433,add
5.382999999999999,add
8.349,add
10.824000000000002,add
5.6770000000000005,add
8.388,add
6.8420000000000005,add
6.472,add
3.635,add
6.244,add
2.569,add
3.687,add
11.674000000000001,add
5.886,add
1.9280000000000002,add
8.033999999999999,add
5.816,add
5.455,add
10.039,add
8.488999999999999,add
2.18,add
3.528,add
6.239,add
2.278,add
5.9110000000000005,add
6.976,add
4.3839999999999995,add
11.592,add
8.575,add
12.776,add
6.084,add
5.965,add
6.926,add
2.437,add
2.64,add
6.359,add
2.401,add
2.688,add
7.706,add
4.806,add
7.662999999999999,add
20.271,add
11.984000000000002,add
6.07,add
5.975,add
6.5760000000000005,add
7.064,add
4.744,add
10.489,add
3.928,add
8.408,add
6.376,add
5.485,add
3.616,add
7.007999999999999,add
9.92,add
5.456,add
4.4319999999999995,add
2.616,add
2.968,add
6.4879999999999995,add
3.1439999999999997,add
1.864,add
13.952,add
9.472000000000001,add
5.4079999999999995,add
3.04,add
6.544,add
3.888,add
7.3839999999999995,add
6.897,add
4.112,add
1.896,add
6.645,add
2.209,add
8.672,add
5.696000000000001,add
6.76,add
4.864,add
4.559,add
5.207999999999999,add
2.497,add
4.6,add
5.921,add
2.072,add
7.327999999999999,add
1.936,add
6.904,add
6.752000000000001,add
7.24,add
6.08,add
18.012999999999998,add
11.536,add
7.515,add
22.717,add
12.559000000000001,add
3.725,add
7.757999999999999,add
10.790999999999999,add
15.138,add
4.664,add
2.403,add
8.984,add
11.132,add
4.374,add
5.435,add
3.3960000000000004,add
2.615,add
13.81,add
10.175,add
2.358,add
21.846,add
3.502,add
3.685,add
7.439,add
5.053999999999999,add
5.207000000000001,add
14.455,add
2.222,add
14.029000000000002,add
3.701,add
4.237,add
15.104000000000001,add
2.6310000000000002,add
2.238,add
11.414000000000001,add
3.2239999999999998,add
6.31,add
2.094,add
3.59,add
11.082,add
6.047000000000001,add
1.8719999999999999,add
10.702,add
9.39,add
3.862,add
4.062,add
10.376,add
10.022,add
5.986000000000001,add
11.190999999999999,add
10.147,subtract
10.335999999999999,subtract
35.229,subtract
17.85,subtract
14.51,subtract
26.046999999999997,subtract
10.370999999999999,subtract
4.6819999999999995,subtract
2.735,subtract
13.135,subtract
11.466,subtract
2.68,subtract
4.923,subtract
1.722,subtract
13.862,subtract
2.056,subtract
8.049,subtract
7.768,subtract
3.2239999999999998,subtract
2.053,subtract
17.727,subtract
2.022,subtract
10.73,subtract
2.927,subtract
2.824,subtract
4.592,subtract
2.267,subtract
7.961,subtract
1.426,subtract
1.84,subtract
1.744,subtract
1.263,subtract
15.503,subtract
6.042999999999999,subtract
3.2239999999999998,subtract
4.231,subtract
21.066,subtract
3.655,subtract
6.055,subtract
3.287,subtract
24.285,subtract
16.55,subtract
6.117999999999999,subtract
5.605,subtract
15.374,subtract
3.3360000000000003,subtract
14.765999999999998,subtract
13.414000000000001,subtract
10.118,subtract
34.510999999999996,subtract
4.558,subtract
4.958,subtract
3.8539999999999996,subtract
18.646,subtract
8.27,subtract
16.758,subtract
3.2460000000000004,subtract
4.486000000000001,subtract
7.837999999999999,subtract
11.318,subtract
2.542,subtract
27.598000000000003,subtract
5.782,subtract
6.877999999999999,subtract
6.419,subtract
2.702,subtract
8.862,subtract
10.334000000000001,subtract
8.213,subtract
9.838,subtract
8.91,subtract
2.67,subtract
10.918,subtract
7.278,subtract
8.254,subtract
5.437,subtract
15.222000000000001,subtract
14.558,subtract
6.142,subtract
6.446000000000001,subtract
55.153,subtract
46.81,subtract
8.128,subtract
31.873,subtract
4.216,subtract
3.112,subtract
11.082,subtract
36.777,subtract
17.424,subtract
20.08,subtract
7.28,subtract
21.912,subtract
9.527999999999999,subtract
3.3360000000000003,subtract
17.552,subtract
9.56,subtract
7.704,subtract
26.320999999999998,subtract
7.992000000000001,subtract
2.656,subtract
4.216,subtract
4.352,subtract
6.08,subtract
16.104,subtract
15.432,subtract
7.52,subtract
4.303999999999999,subtract
3.728,subtract
43.225,subtract
2.608,subtract
21.824,subtract
4.3839999999999995,subtract
7.899,subtract
2.688,subtract
17.4,subtract
4.3919999999999995,subtract
3.464,subtract
24.689,subtract
7.648,subtract
14.546,subtract
12.934000000000001,subtract
9.686,subtract
13.63,subtract
4.75,subtract
7.837999999999999,subtract
2.9819999999999998,subtract
12.886,subtract
3.406,subtract
7.558,subtract
16.015,subtract
18.846,subtract
9.75,subtract
7.35,subtract
18.046,subtract
11.725999999999999,subtract
8.158,subtract
5.07,subtract
12.424000000000001,subtract
6.662000000000001,subtract
3.366,subtract
2.262,subtract
5.006,subtract
2.998,subtract
5.07,subtract
7.03,subtract
5.15,subtract
3.19,subtract
7.11,subtract
11.83,subtract
8.357999999999999,subtract
6.102,subtract
14.87,subtract
5.67,subtract
4.662,subtract
7.63,subtract
7.534,subtract
19.87,subtract
6.782,subtract
7.694,subtract
7.166,subtract
19.695999999999998,subtract
29.104,subtract
13.232000000000001,subtract
15.136,subtract
13.024000000000001,subtract
15.888,subtract
9.496,subtract
20.568,subtract
13.456,subtract
9.568,subtract
4.64,subtract
15.104000000000001,subtract
5.896,subtract
11.2,subtract
15.984000000000002,subtract
11.48,subtract
11.72,subtract
4.488,subtract
12.288,subtract
14.16,subtract
13.255999999999998,subtract
16.184,subtract
15.408,subtract
17.336,subtract
14.032,subtract
11.456,subtract
5.4239999999999995,subtract
6.584,subtract
7.568,subtract
13.2,subtract
7.712000000000001,subtract
11.064,subtract
4.551,subtract
7.024,subtract
13.744000000000002,subtract
5.064,subtract
5.4879999999999995,subtract
3.432,subtract
2.928,subtract
3.904,subtract
9.189,subtract
7.558,subtract
3.0380000000000003,subtract
5.006,subtract
10.966,subtract
5.022,subtract
3.4939999999999998,subtract
2.821,subtract
5.182,subtract
6.678,subtract
3.5980000000000003,subtract
5.422000000000001,subtract
9.126,subtract
33.510999999999996,subtract
5.614,subtract
5.766,subtract
2.214,subtract
1.51,subtract
2.4459999999999997,subtract
1.933,subtract
6.862,subtract
2.79,subtract
16.718,subtract
4.126,subtract
3.725,subtract
12.814,subtract
1.6380000000000001,subtract
4.494,subtract
8.814,subtract
10.694,subtract
6.126,subtract
2.766,subtract
5.766,subtract
3.702,subtract
6.301,subtract
9.198,subtract
2.8139999999999996,subtract
2.037,subtract
2.693,subtract
12.302,subtract
20.628,subtract
23.334,subtract
3.645,subtract
22.694000000000003,subtract
2.045,subtract
3.342,subtract
20.901999999999997,subtract
3.533,subtract
6.598,subtract
4.294,subtract
3.678,subtract
9.27,subtract
11.374,subtract
6.781000000000001,subtract
6.077999999999999,subtract
3.502,subtract
12.357999999999999,subtract
5.797000000000001,subtract
21.502,subtract
4.886,subtract
24.718000000000004,subtract
1.6780000000000002,subtract
25.03,subtract
1.9169999999999998,subtract
2.149,subtract
6.013999999999999,subtract
4.2780000000000005,subtract
1.742,subtract
8.621,subtract
5.518,subtract
1.694,subtract
5.23,subtract
2.622,subtract
2.294,subtract
9.35,subtract
4.853,subtract
3.766,subtract
2.701,subtract
3.965,subtract
7.654,subtract
17.174,subtract
8.51,subtract
5.926,subtract
26.934,subtract
19.662,subtract
8.214,subtract
6.102,subtract
3.1180000000000003,subtract
38.479,subtract
17.198,subtract
2.59,subtract
14.15,subtract
16.15,subtract
21.454,subtract
12.822000000000001,subtract
11.638,subtract
31.381999999999998,subtract
26.125999999999998,subtract
15.325999999999999,subtract
10.254000000000001,subtract
7.47,subtract
3.7739999999999996,subtract
4.19,subtract
2.5980000000000003,subtract
4.07,subtract
5.182,subtract
10.109,subtract
2.55,subtract
6.877999999999999,subtract
2.101,subtract
8.094,subtract
6.19,subtract
3.15,subtract
4.398,subtract
3.438,subtract
3.438,subtract
9.861,subtract
2.662,subtract
4.064,subtract
10.782,subtract
11.854000000000001,subtract
5.19,subtract
21.381999999999998,subtract
26.622,subtract
7.855,subtract
24.038,subtract
3.638,subtract
3.55,subtract
6.2620000000000005,subtract
4.342,subtract
5.749,subtract
5.926,subtract
4.43,subtract
20.285999999999998,subtract
5.654,subtract
5.102,subtract
5.518,subtract
19.294,subtract
7.8839999999999995,subtract
7.877999999999999,subtract
8.566,subtract
4.12,subtract
15.998,subtract
2.95,subtract
4.774,subtract
7.558,subtract
17.278,subtract
7.446000000000001,subtract
14.206,subtract
30.135,subtract
2.47,subtract
6.797999999999999,subtract
10.302,subtract
25.221999999999998,subtract
3.35,subtract
8.07,subtract
6.382000000000001,subtract
4.573,subtract
1.8769999999999998,subtract
8.382,subtract
12.606,subtract
42.9,subtract
